 written on 17May2022 at 12:27:21 
           8
         423
    3    3    3    3    2    2    2    1    2    2    1    1    2    2    1
    1    1    2    3    2    2    2    2    3    3    1    3    2    1    1
    2    2    1    1    1    2    2    1    1    1    1    2    2    1    1
    1    1    1    2    3    1    1    1    1    1    1    3    1    1    1
    1    1    1    1    3    2    2    2    2    3    3    2    1    1    2
    3    1    1    1    1    1    3    3    1    1    1    1    1    1    3
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    2
    1    1    1    1    1    1    1    3    1    1    1    1    1    1    3
    2    1    1    1    2    3    3    2    2    2    1    1    1    2    3
    1    1    1    1    1    1    3    1    1    1    1    1    1    1    2
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    2
    1    1    1    1    1    1    2    2    1    1    1    1    1    2    2
    1    1    2    3    2    1    2    2    1    1    1    1    2    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    2    1    1    1    1    2    2    1    2    3
    2    1    1    2    2    1    1    1    1    1    2    2    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    2    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    3    1    1    1
    1    1    1    3    2    1    1    1    2    2    2    3    3    2    1
    1    1    2    3    1    1    1    1    1    1    3    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    3    1    1    1    1    1    1    3    3    1    1    1
    1    1    3    2    1    1    2    3    3    2    2    2    2    3    1
    1    1    1    1    1    1    3    1    1    1    1    1    1    3    2
    1    1    1    1    1    2    2    1    1    1    1    2    2    1    1
    1    2    2    1    1    2    3    1    3    3    2    2    2    2    3
    2    1    1    1    2    2    1    1    2    2    1    2    2    2    3
    3    3    3
   -5    1    2    1    1    0.002222   -0.000000
   -5    1    2    2    1   -0.002942   -0.000000
   -5    1    2    3    1   -0.002942   -0.000000
   -5    1    2    4    1    0.002942   -0.000000
   -5    1    2    5    1    0.001764   -0.000000
   -5    1    2    6    1    0.000000   -0.000000
   -5    1    2    7    1   -0.000000    0.000000
   -5    1    2    8    1   -0.007675   -0.000000
   -5    1    2    1    2    0.004699   -0.000000
   -5    1    2    2    2   -0.002492    0.000000
   -5    1    2    3    2    0.005907   -0.000000
   -5    1    2    4    2   -0.005907    0.000000
   -5    1    2    5    2   -0.000000    0.000000
   -5    1    2    6    2    0.000250   -0.000000
   -5    1    2    7    2   -0.015390    0.000000
   -5    1    2    8    2    0.000000   -0.000000
   -5    1    2    1    3    0.004699   -0.000000
   -5    1    2    2    3    0.005907   -0.000000
   -5    1    2    3    3   -0.002492   -0.000000
   -5    1    2    4    3   -0.005907   -0.000000
   -5    1    2    5    3    0.000000   -0.000000
   -5    1    2    6    3   -0.015390   -0.000000
   -5    1    2    7    3    0.000250   -0.000000
   -5    1    2    8    3   -0.000000    0.000000
   -5    1    2    1    4   -0.004699   -0.000000
   -5    1    2    2    4   -0.005907   -0.000000
   -5    1    2    3    4   -0.005907   -0.000000
   -5    1    2    4    4   -0.002492    0.000000
   -5    1    2    5    4    0.007675   -0.000000
   -5    1    2    6    4    0.000000   -0.000000
   -5    1    2    7    4    0.000000    0.000000
   -5    1    2    8    4   -0.008086   -0.000000
   -5    1    2    1    5   -0.001467    0.000000
   -5    1    2    2    5    0.000825    0.000000
   -5    1    2    3    5    0.000825    0.000000
   -5    1    2    4    5   -0.004580    0.000000
   -5    1    2    5    5    0.002222    0.000000
   -5    1    2    6    5   -0.004699    0.000000
